sample	label
Nước chấm 3 con cá 16GP 200ml	Nước mắm - Nước chấm
Hạt Nêm Sakura - 10kg	Muối, tiêu, hạt nêm, bột ngọt
Bánh đa nem Đậu xanh hạt óc chó	Thực phẩm khô
Rượu vang đỏ One Wine Cabernet Sauvignon	Bia, rượu, đồ uống có cồn
CÀBANMÊ ROBUSTA 100% PHA MÁY 500G	Trà, cà phê
Yến Mật Ong -Gừng ( Khay x 6 Lọ )	Nước ngọt
Milk Powder Canxi 400g	Sữa bột
Chao Lá Dứa 350g	Thực phẩm chín, qua chế biến
Chao Lá Dứa 750g	Thực phẩm chín, qua chế biến
Thùng Sữa đậu nành Fami Canxi ít đường/Fami calcium low sugar Soya milk	Sữa tươi
BIA WESTERN STOUT_ABV 7.9%_500mL	Bia, rượu, đồ uống có cồn
Tương Ớt Thái Long - Ngon Ngon 1,9Kg	Tương, sốt
Kem trà sữa trân châu	Kem
Sản phẩm dinh dưỡng DIAMOND NUTRI MOM 900GR	Sữa bột
Bột chiên khoai 2kg	Bột các loại
Thực phẩm bổ sung - Nước yến đường phèn ( Tổ yến 13% )	Nước ngọt
Nước uống đóng chai Bara 18.9L	Nước suối, nước tinh khiết
RƯỢU ĐƯƠNG QUY	Bia, rượu, đồ uống có cồn
Clean milk IQ GROW 900g	Sữa bột
Bio α HMO Pedia Gold 400g	Sữa bột
Chanh muối 360 - 500ml	Nước ngọt
Hạt Hướng Dương Trường Đạt 500g	Thực phẩm khô
Nước cốt thơm Can 2 lít	Nước ngọt
Nước cốt thơm 650ml	Nước ngọt
Nước cốt táo 650ml	Nước ngọt
Mứt cam 1000gr	Mứt, thạch
Mứt mãng cầu 210gr	Mứt, thạch
CHẢ SỤN HÀ THÀNH 250gr	Thực phẩm chín, qua chế biến
HẠNH NHÂN CÒN VỎ VỊ TỰ NHIÊN	Thực phẩm ăn liền
NHO NHO CHILE MIX 3 MÀU 250G	Thực phẩm ăn liền
Hạt hướng dương tách vỏ	Thực phẩm khô
Hạt đậu lăng	Thực phẩm khô
Hạt bí xanh	Thực phẩm khô
Lukamil Goat Gold BA 400g	Sữa bột
NƯỚC TĂNG LỰC WHALE (CÁ VOI)	Nước ngọt
Pack 6 Rooster Blonde	Bia, rượu, đồ uống có cồn
Pack 6 Rooster Pale	Bia, rượu, đồ uống có cồn
Pack 6 Rooster Dark	Bia, rượu, đồ uống có cồn
Pack 6 Rooster IPA	Bia, rượu, đồ uống có cồn
Lộc Đinh Trà 200gr	Trà, cà phê
Lộc Đinh Trà 100gr	Trà, cà phê
Nước mắm cao đạm	Thực phẩm chín, qua chế biến
NƯỚC TĂNG LỰC DÂU - 330ml*24 lon	Nước tăng lực, bù khoáng
DẦU VÀNG VUA ĐẦU BẾP 900ML	Dầu ăn
Bánh Cracker ngô 231	Bánh tươi
Yến Plus Mama Set 4 hủ (4 hủ x 100ml)	Nước ngọt
Rượu Vang Úc Willandra Estate Leeton Selection Merlot	Bia, rượu, đồ uống có cồn
Thùng Sữa chua yến mạch - yooat - nếp cẩm nguyên cám (40 hộp * 180ml)	Sữa chua, váng sữa
Sữa bột Afomik Grow IQ 400g	Sữa bột
Hạt Nêm Sakura - 5kg	Muối, tiêu, hạt nêm, bột ngọt
S86 Care Grow IQ 400g	Sữa bột
Fabio Grow IQ 900g	Sữa bột
Fabio Pedia 900g	Sữa bột
Kẹo Body Parts Gummy Candy 10g	Kẹo
Ussure Nutri IQ  Sữa Non Colostrum 400g	Sữa bột
Milk Powder BA 400g	Sữa bột
Milk Powder Grow 400g	Sữa bột
Nước Màu 500g	Thực phẩm chín, qua chế biến
Whismilk Canxi Gold	Sữa bột
Whismilk IQ MK-7	Sữa bột
Whismilk BAGold	Sữa bột
Eva Plus 750gr	Sữa bột
Hộp 1 lọ LEBY NEST yến chưng đường phèn	Nước ngọt
THÙNG NƯỚC TĂNG LỰC WHALE (CÁ VOI) 24 LON 250ml	Nước ngọt
Hộp 1 lọ LEBY NEST yến chưng đường ăn kiêng	Nước ngọt
Hộp khay LEBY NEST YẾN CHƯNG ĐƯỜNG PHÈN	Nước ngọt
Hộp khay LEBY NEST YẾN CHƯNG ĐƯỜNG ĂN KIÊNG	Nước ngọt
Hộp 1 lọ LEBY NEST KIDS IQ	Nước ngọt
Bánh Chanh Sả (hộp 550g)	Bánh quy, bánh xốp, bánh mềm
Bánh chanh sả 280g	Bánh quy, bánh xốp, bánh mềm
BÁNH TRÁNG INDIAN CHAPATTIS WHOLEMEAL ROTI	Thực phẩm khô
HẠT ĐIỀU TƯƠI	Thực phẩm ăn liền
Bữa ăn dinh dưỡng Keto Diet	Đồ hộp
Kem kakao	Kem
Snack Xoài	Thực phẩm ăn liền
TRÀ SÂM BÍ ĐAO NHÀ LÀM	Trà, cà phê
Kem Cốm	Kem
THÙNG NƯỚC TĂNG LỰC WHALE 24 LON 250ml	Nước ngọt
GIÒ XÀO HÀ THÀNH 250gr	Thực phẩm chín, qua chế biến
Mứt phúc bồn tử 4.5kg	Mứt, thạch
Mứt dâu tằm 4.5kg	Mứt, thạch
Nước cốt Thanh Long 650ml	Nước ngọt
Nước cốt Đào 650ml	Nước ngọt
Mứt thơm 4.5kg	Mứt, thạch
Sinh tố Việt Quất 750ml	Nước ngọt
Mật Ong Sữa Chúa 1400g	Nước ngọt
Rượu vang Duca	Bia, rượu, đồ uống có cồn
Bánh trứng nướng Topplus mè đen	Bánh tươi
Bánh Cheese Biscuits 336g	Bánh tươi
ORO VINO ROSSO	Bia, rượu, đồ uống có cồn
8 Keys	Bia, rượu, đồ uống có cồn
Chôm chôm nhân dưa đóng lon	Đồ hộp
Bộ hộp Sinh lộc thượng hạng	Trà, cà phê
YẾN SÀO CAO CẤP 25% KIDPLUS - HƯƠNG TỰ NHIÊN	Nước ngọt
Lukamil Mama 400g (Vị hat óc chó)	Sữa bột
Lukamil Mama 400g (Vị Vanilla)	Sữa bột
Lukamil Canxi nano 400g	Sữa bột
Lukamil Sure 400g	Sữa bột
Thùng đựng sữa Lukamil 24lon x 400g	Sữa bột
Pack 4 lon WildSide Spicy Ginger	Nước ngọt
Pack 4 lon Rooster Beers Blonde	Bia, rượu, đồ uống có cồn
Pack 4 lon WildSide Lemongrass Lemon	Bia, rượu, đồ uống có cồn
Pack 4 lon WildSide Tangy Tamarind	Nước ngọt
Nutri Plus Gold 900g	Sữa bột
Phở gạo đậu xanh Nhân Nhất 350gr	Thực phẩm khô
Cam ép lễ 360	Nước ngọt
Gạo Lứt Mộc sắc	Trà, cà phê
Bánh Quế Cuộn Chocolate Omeli 100g	Bánh quy, bánh xốp, bánh mềm
KẸO SỮA CHOCO CHOCO HƯƠNG DÂU	Kẹo
Xúc xích Nice 400	Thực phẩm chín, qua chế biến
THÙNG NƯỚC BỔ SUNG KHOÁNG INDEWA CÓ GAS 24 LON_335ml/LON	Nước tăng lực, bù khoáng
THÙNG NƯỚC BỔ SUNG KHOÁNG INDEWA 24 LON_335ml/LON	Nước tăng lực, bù khoáng
Giò lụa cá Tâm An	Thực phẩm chín, qua chế biến
KHÔ GÀ BƠ TỎI TÚI ZIP 50G	Thực phẩm ăn liền
Bio α HMO Baby Stemp 400g	Sữa bột
Sữa Evaplus Diamond	Sữa bột
BENLY BABY 900g	Sữa bột
Nước nha đam yến sào dưỡng nhan Vinut 500 ml	Nước ngọt
RƯỢU VANG THẢO MỘC HESTIA	Bia, rượu, đồ uống có cồn
NINJA WARRIOR - TĂNG LỰC CAFE	Trà, cà phê
BỘT ĂN DẶM NESTLAC ORGAMAX VỊ GẠO SỮA	Sữa bột
Kem Dưa Lưới	Kem
BIOPLUS Kidney 2 900g	Sữa bột
Cà phê Rang xay CÀBANMÊ Truyền Thống 1 500G	Trà, cà phê
SUN CREAM	Bánh tươi
CHÀ LÀ NGUYÊN CÀNH TUNISIA	Thực phẩm ăn liền
TỔ YẾN CHƯNG SẴN HIỆU KIDS NEST PLUS GRAPE	Nước ngọt
Santos Grow IQ 400 g	Sữa bột
HẠNH NHÂN RANG BƠ 250G	Thực phẩm ăn liền
CÀ PHÊ TRUYỀN THỐNG PHÚ SỸ	Trà, cà phê
THỰC PHẨM BỔ SUNG - NƯỚC TĂNG LỰC TOP UP - VỊ CHANH DÂY	Nước ngọt
Pack 4 lon Rooster Beers Pale	Bia, rượu, đồ uống có cồn
Sữa bột PA Care MK7 Grow IQ 400g	Sữa bột
Sữa bột PA Care MK7 Pedia 400g	Sữa bột
Pack 4 lon Rooster Beers Dark	Bia, rượu, đồ uống có cồn
Pack 4 lon Rooster Beers IPA	Bia, rượu, đồ uống có cồn
Jambon cây tròn 1Kg	Thực phẩm chín, qua chế biến
Dầu hướng dương cao cấp Blago 5L	Dầu ăn
ĐẬU ĐEN XANH LÒNG RANG MỘC - CỎ NGỌT 1KG (Hạt Rời)	Gạo, nếp
ĐẬU ĐEN XANH LÒNG RANG MỘC 1KG (HẠT RỜI)	Gạo, nếp
Yến Kids trẻ em 3	Nước ngọt
Bánh quế cuộn phô mai Omeli 100g	Bánh quy, bánh xốp, bánh mềm
Nước chấm tỏi ớt Thái Long - Ngon Ngon 500ml	Nước mắm - Nước chấm
Thạch sữa chua Ronarry vuông 540g	Mứt, thạch
WELLKAODO BABY 900G	Sữa bột
CABERLAC BABY 400G	Sữa bột
CABERLAC DEGEST 400G	Sữa bột
Khalac Glu Sure 900g - Dành cho người bệnh tiểu đường	Sữa bột
Hộp khay LEBY NEST YẾN CHƯNG HẠT SEN	Nước ngọt
FacoLait Pedia cool 400g	Sữa bột
NHO CÀNH ÚC 500G	Thực phẩm ăn liền
Genius Infant 900g	Sữa bột
RƯỢU ĐÔNG TRÙNG HẠ THẢO SHOHA	Bia, rượu, đồ uống có cồn
TỔ YẾN THIÊN NHIÊN LÀM SẠCH	Nước ngọt
TỔ YẾN LÀM SẠCH	Nước ngọt
TỔ YẾN THÔ	Nước ngọt
BK TY Bánh quy chanh indonesia pufl ...	Bánh quy, bánh xốp, bánh mềm
BK TY Bánh quy dừa indonesia pufly  ...	Bánh quy, bánh xốp, bánh mềm
BỘT ĂN DẶM BLACKKIDS HEO RAU CỦ 250G	Sữa bột
BỘT ĂN DẶM BLACKKIDS GÀ RAU CỦ 250G	Sữa bột
OSAMIL GROW IQ 400G	Sữa bột
OSAMIL HIKIDS 400G	Sữa bột
DOCTOR IQ Pro 2 (400 gram)	Sữa bột
Vua ngũ cốc SACHI size M	Bột các loại
DỒI SƯỜN SỤN HÀ THÀNH 500gr	Thịt
Hạt hướng dương	Thực phẩm khô
Mơ sấy dẻo	Thực phẩm khô
Hạt quinoa	Thực phẩm khô
Bánh Omeli Chocolate Pie Rắc Dừa	Bánh quy, bánh xốp, bánh mềm
COW MILK GROW IQ 900GR	Sữa bột
SURGE MILK 400g	Sữa bột
Cốt phở Gà 220gr	Muối, tiêu, hạt nêm, bột ngọt
Trà Nhân sâm SilverLife hộp 12 gói	Thức uống dinh dưỡng
GOAT PURE BA GOLD Dinh Dưỡng dành Cho Trẻ Biếng Ăn - Suy Dinh Dưỡng	Sữa bột
PUREMILK GLUCERNA Dinh Dưỡng Dành Cho Người Bệnh Tiểu Đường	Sữa bột
PUREMILK BONE & JOINT Dinh Dưỡng Cho Người Cần Hỗ Trợ Về Xương & Khớp	Sữa bột
Yến sào win'sNest mum- tổ yến chưng dành cho bà mẹ mang thai và cho con bú	Nước ngọt
Kidblazer canxi	Sữa bột
Leomil babi	Sữa bột
Leomil babi	Sữa bột
CHÂTEAU LA CAFOURCHE BORDEAUX SUPÉRIEUR	Bia, rượu, đồ uống có cồn
Lukamil Diabet 400g	Sữa bột
Nước Mắm 3 con cá 20GN 640ml	Nước mắm - Nước chấm
Kẹo cứng cà phê chồn 200g	Kẹo
CHANH DÂY VINFRUIT	Nước ngọt
TRÀ OOLONG DỪA	Bột các loại
Coolmilk 03 - lon 400g	Sữa bột
Hộp trà mãng cầu cao cấp	Trà, cà phê
Oatta yến mạch trái cây hạnh nhân phomai 300g (xuất khẩu)	Bột các loại
S86 Care Pedia Care 6-36 tháng 400g	Sữa bột
TAKARA SURE GOLD 400g	Sữa bột
Arabica - Robusta 250g	Trà, cà phê
Arabica - Robusta - Culi 250g	Trà, cà phê
Viên sủi actiso	Nước ngọt
TRÀ ĐÁ ĐẬU (ĐẬU ĐEN XANH LÒNG RANG MỘC - CỎ NGỌT 1KG (HẠT RỜI))	Gạo, nếp
Nước Mật Ong Chanh Sả Gừng Ever	Nước ngọt
Chao Môn Bình Dương Hương Việt 750g	Thực phẩm chín, qua chế biến
Nước mắm cốt nhỉ Đặc Biệt - Kabin 40N 500ml (PET)	Nước mắm - Nước chấm
Nước mắm cốt nhĩ hảo hạng - Kabin 20N 500ml	Nước mắm - Nước chấm
Nước chấm Thái Long - Cá Cơm Ngon 4800ml	Nước mắm - Nước chấm
Nước chấm đậu nành Thái Long - Tương Ngon 4800ml	Nước mắm - Nước chấm
Tương Ớt Thái Long - Ngon Ngon 535g	Tương, sốt
Nước tương Thái Long - Hảo Hảo 500ml	Nước mắm - Nước chấm
Nước cốt dâu tằm	Nước ngọt
Milk Powder Mama 400g	Sữa bột
Nước cốt dâu tây	Nước ngọt
Chả Hải sản Tâm An	Thực phẩm chín, qua chế biến
Chả Ốc Tâm An	Thực phẩm ăn liền
Hộp 6 Chai x 300ml, Nước mắm Quang Hải, loại Chắt Cá Thu dành cho Mẹ và Bé, 35 độ đạm	Nước mắm - Nước chấm
Cà phê truyền thống Robusta 100% rang mộc - Cafe Sạch	Trà, cà phê
Sản phẩm dinh dưỡng Arti Gold Premium 456 lon 400gram	Sữa bột
TỔ YẾN HUYẾT LÀM SẠCH	Nước ngọt
TỔ YẾN LÀM SẠCH	Nước ngọt
TỔ YẾN THÔ	Nước ngọt
TỔ YẾN THIÊN NHIÊN THÔ	Nước ngọt
TỔ YẾN HUYẾT LÀM SẠCH	Nước ngọt
TỔ YẾN LÀM SẠCH	Nước ngọt
SOCOLA THANH (TREAT MILK CHOCOLATE BAR)	Socola và sản phẩm từ socola
Gozilac Infant Formula - 01	Sữa bột
CAMELIA BABY GOLD - HÀM LƯỢNG SỮA NON CAO TĂNG CƯỜNG KHÁNG THỂ TỰ NHIÊN	Sữa bột
Kem hoa quả dâu	Kem
BỘT ĂN DẶM NESTLAC ORGAMAX VỊ BÒ- RAU CỦ	Sữa bột
BỘT ĂN DẶM BLACKKIDS BÒ CHÙM NGÂY 250G	Sữa bột
ALTOKID PEDIA PLUS 400G	Sữa bột
COLOSTRUM 1+ 24H F1 10G X 30 GÓI	Sữa bột
CHILL UP - COLA CHANH MUỐI	Nước ngọt
Pack 6 Wildside Lemongrass Lemon Soda	Bia, rượu, đồ uống có cồn
Pack 6 WIldsie Spicy Ginger Soda	Bia, rượu, đồ uống có cồn
YẾN SÀO CAO CẤP 25% - QUEENNEST MAMA	Nước ngọt
Kids Gold IgG Baby Stemp 1 (New)	Sữa bột
Chè Tôm Nõn Cao Cấp	Trà, cà phê
NƯỚC YẾN SÀO - 250ml*24 lon	Nước ngọt
NƯỚC DỪA YUZU - 330ml*24 lon	Nước ngọt
COLOSBABY GOLD 1+ 546G    (Dạng gói thanh, 35 gói/lon, 15.6gr/gói; 546gr/lon)	Sữa bột
VALMADURO	Bia, rượu, đồ uống có cồn
MO MI	Bia, rượu, đồ uống có cồn
Chao đậu cao cấp Mikiri 800g	Thực phẩm chín, qua chế biến
BỘT NÊM BÒ KNORR CALDO DE RES BEEF BOUILLON 4.4 LBS (2.0 KG) (HỘP)	Muối, tiêu, hạt nêm, bột ngọt
Oatta yến mạch trái cây 45g (xuất khẩu)	Bột các loại
Kẹo hồng sâm mềm 200g	Kẹo
Rượu vang đỏ One Wine Gran Reserva Syrah	Bia, rượu, đồ uống có cồn
Colostrum Premium Gold Newborn 400g	Sữa bột
trà trinh nữ hoàng cung	Trà, cà phê
Yến Kids trẻ em 2	Nước ngọt
TPBS ANDA MILK Diary - Canxi Nano - Giải pháp phòng ngừa loãng xương , tốt cho tim mạch	Sữa bột
Supprise Cars	Kẹo
Nem Sơn tinh Thủy tinh 385g	Thực phẩm chín, qua chế biến
Mực xào hải sâm	Thực phẩm chín, qua chế biến
Thùng 24 Rooster Beers Blonde	Bia, rượu, đồ uống có cồn
Nước Mắm Quang Hải, Loại Cá Thu, 28 độ đạm, chai 60ml.	Nước mắm - Nước chấm
BÁNH STUPA MÈ 1ONE 200GR	Bánh quy, bánh xốp, bánh mềm
Hộp 1 lọ LEBY NEST yến chưng hạt sen	Nước ngọt
Hộp 1 lọ LEBY NEST KIDS PEDIA	Nước ngọt
Sô - Cô - La Sữa Hạt Bàng Côn Đảo	Socola và sản phẩm từ socola
Nước mắm Quang Hải, loại Chắt Cá Thu dành cho Mẹ và Bé, 35 độ đạm, chai 300ml.	Nước mắm - Nước chấm
Nature Care New Born	Sữa bột
RƯỢU RƠM VÀNG TÁO MÈO	Bia, rượu, đồ uống có cồn
Cháo Thịt Gà Cao Cấp Khánh Hòa Nutrition	Thực phẩm khô
Chả Cá Viên Bảo Ngọc	Thực phẩm chín, qua chế biến
BELAC GOLD DIGEST GOLD	Sữa bột
ENKOMILK PEDIA 400G	Sữa bột
NUTRITION BA 400G	Sữa bột
Clean milk pedia plus 900g	Sữa bột
Clean milk bany 900g	Sữa bột
Nước dừa tươi có cơm dừa lon 240ml	Nước ngọt
HẠT BÍ TRƯỜNG ĐẠT 1KG	Mứt, thạch
Gạo lứt Đặc sản VD20 Gò Công	Gạo, nếp
Bột ăn dặm Lukamil Happy Baby 350g (Vị Mặn)	Bột các loại
Kem Cắt Hình SnowBaby Vani Socola	Kem
Kẹo dẻo Going gummy Candy 420g	Kẹo
Ngũ cốc dinh dưỡng KETO EAT	Gạo, nếp
Macaron Gummy Candy 24g	Kẹo
Surasang-Bánh quy cuộn vị táo hộp 365g	Bánh quy, bánh xốp, bánh mềm
Bánh trứng cuộn sầu riêng	Bánh quy, bánh xốp, bánh mềm
Thực phẩm Bổ sung - Nước yến Đường ISOMALT ( Đường ăn kiêng)- Tổ yến 15%	Nước ngọt
SỮA THANH TRÙNG CÓ ĐƯỜNG - HỘP GIẤY 500ML	Sữa tươi
SỮA TIỆT TRÙNG KHÔNG ĐƯỜNG - HỘP 125ML	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 890ML	Sữa chua, váng sữa
SỮA THANH TRÙNG CÓ ĐƯỜNG - HỘP GIẤY 250ML	Sữa tươi
Xoài sấy dẻo	Thực phẩm khô
Xoài sấy dẻo	Bánh tươi
SỮA TIỆT TRÙNG HƯƠNG SÔ CÔ LA - HỘP GIẤY 125ML	Sữa tươi
SỮA TIỆT TRÙNG HƯƠNG DÂU - HỘP 125ML	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 2000ML	Sữa tươi
Đu đủ sấy dẻo	Thực phẩm khô
Đu đủ sấy dẻo	Thực phẩm khô
Đu đủ sấy dẻo	Thực phẩm khô
Gừng sấy dẻo	Thực phẩm khô
Thơm sấy dẻo	Thực phẩm khô
Thơm sấy dẻo	Thực phẩm khô
Hạt đác sấy dẻo	Bánh tươi
Cam sấy dẻo	Thực phẩm ăn liền
Cam sấy dẻo	Thực phẩm ăn liền
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm truyền thống Hải Quỳnh	Trà, cà phê
Pharmavita Queen Dairy Sure Plus 900g	Sữa bột
Nước sốt mè rang Yukibudo	Tương, sốt
RƯỢU VANG ĐỎ 2020 CELEBRATING LE-VISTA PREMIUM SHIRAZ AUSTRALIA	Bia, rượu, đồ uống có cồn
Trà móc câu 100 gram	Trà, cà phê
Bánh gạo khô mực 90g	Bánh quy, bánh xốp, bánh mềm
Trà Cúc Vu Genki farm Nhật Bản	Nước ngọt
QUẢ MACCA 300g	Snack, đồ ăn vặt
Hạt dẻ cười 150g	Thực phẩm khô
Trái cây sấy dẻo 300g	Thực phẩm khô
HẠT DẺ CƯỜI 300g	Thực phẩm khô
Khô gà Yuki's vị cháy tỏi 300g	Thực phẩm khô
TRÁI CÂY SẤY DẺO 100g	Thực phẩm khô
HOA QUẢ THẬP CẨM SẤY	Thực phẩm khô
Quả Macca 100g	Thực phẩm khô
Chuối sấy	Thực phẩm khô
Bulkid Grow IQ 400g	Sữa bột
HẠNH NHÂN RANG BƠ 100g	Thực phẩm khô
Hoa quả thập cẩm sấy 100g	Thực phẩm khô
Xoài sấy dẻo 300g	Thực phẩm khô
MÍT SẤY 100g	Thực phẩm khô
ÓC CHÓ 150g	Thực phẩm khô
QUẢ MACCA 150g	Thực phẩm khô
Mít sấy 300g	Thực phẩm khô
Chuối sấy 125g	Thực phẩm khô
Hồng treo gió	Thực phẩm khô
Gạo Lứt Đặc Sản Miền Bắc	Gạo, nếp
Thùng nước xoài camel	Nước ngọt
XOÀI SẤY DẺO 100g	Thực phẩm khô
Hộp quà tết mix 4 loại hạt	Snack, đồ ăn vặt
HẠNH NHÂN RANG BƠ 300g	Thực phẩm khô
Ngũ cốc GRANOLA 100g	Thực phẩm khô
XOÀI SẤY DẺO 150g	Thực phẩm khô
KHOAI LANG TÍM SẤY 300g	Thực phẩm khô
Xúc Xích Roma Đức Việt 500g (loại 42)	Thực phẩm chín, qua chế biến
Rượu vang DABECO - White Wine 03 lít	Bia, rượu, đồ uống có cồn
Thùng Cà phê sữa hòa tan 3in1 Goodmorning (Xanh) 21 bịch x 432g	Trà, cà phê
Anphacare - Pedia Gold	Sữa bột
Anphacare  - Canxi Gold	Sữa bột
HT Milk - Weight Gold	Sữa bột
Xúc Xích Salibon	Thực phẩm chín, qua chế biến
Trumilac Canxi gold	Sữa bột
Bánh Pía Tân Phúc Khánh 1,2kg	Bánh quy, bánh xốp, bánh mềm
TPBS - Sản phẩm dinh dưỡng: IQLac Pro Biếng ăn suy dinh dưỡng- Premium - 400 g	Sữa bột
Trà Linh chi Hồng táo (chai 330ml)	Nước ngọt
Trà Linh chi Hồng táo (chai 1250ml)	Nước ngọt
Bánh cá	Bánh tươi
HẠT TIÊU	Muối, tiêu, hạt nêm, bột ngọt
Xoài sấy dẻo	Thực phẩm ăn liền
Hạt đác sấy dẻo	Thực phẩm khô
Vỏ Bưởi sấy dẻo	Thực phẩm khô
Vỏ Bưởi sấy dẻo	Thực phẩm khô
Hạt đác sấy dẻo	Bánh tươi
Thơm sấy dẻo	Bánh tươi
SỮA TIỆT TRÙNG HƯƠNG VANI - HỘP 125ML	Sữa tươi
BÁNH SỮA CÓ ĐƯỜNG 200g	Bánh tươi
BÁNH SỮA VỊ SOCOLA 200g	Bánh quy, bánh xốp, bánh mềm
Dairylac Pedia IQ Total 1+	Sữa bột
USSURE PEDIA KIDS (BA)	Sữa bột
NƯỚC NHA ĐAM YẾN - 250ml*24 lon	Nước ngọt
Quả macca Úc	Thực phẩm khô
Hạt dẻ cười Mỹ	Thực phẩm khô
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 500ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 890ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 200ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 890ML	Sữa tươi
SỮA CHUA UỐNG CÓ ĐƯỜNG - BÌNH 500ML	Sữa tươi
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 2000ML	Sữa tươi
SỮA THANH TRÙNG KHÔNG ĐƯỜNG - BÌNH 2L	Sữa tươi
Mít sấy dẻo	Thực phẩm ăn liền
Mít sấy dẻo	Thực phẩm ăn liền
Cam sấy dẻo	Bánh tươi
Mít sấy dẻo	Thực phẩm ăn liền
Vang cao cấp Thăng Long 750ML	Bia, rượu, đồ uống có cồn
NẤM LINH CHI	Thực phẩm khô
Men' Sheriff Premium Vodka LIMITED 565ml - 50% Vol	Bia, rượu, đồ uống có cồn
Men' Sheriff Gold Edition Vodka LIMITED 565ml - 50% Vol	Bia, rượu, đồ uống có cồn
Men Vodka mới 50% Vol, 500ml 	Bia, rượu, đồ uống có cồn
Tương cà 2.2 kg	Tương, sốt
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Nước mắm truyền thống Hải Quỳnh	Nước mắm - Nước chấm
Nước màu 100ml	Muối, tiêu, hạt nêm, bột ngọt
TỔ YẾN TINH CHẾ TRẮNG	Nước ngọt
Bánh quy Ngũ Cốc - đậu nành 500g	Bánh quy, bánh xốp, bánh mềm
Dầu Oilio đậu nành 400ml	Dầu ăn
RHUM VIỆT Dung Tích: 375ml Nồng độ: 39% vol.	Bia, rượu, đồ uống có cồn
Rượu Sâm Cau Hạ Thổ	Bia, rượu, đồ uống có cồn
Dầu Maria Đậu Nành 1L	Dầu ăn
BIOPLUS+ Inflant (900gr)	Sữa bột
HTMILK BABY GOLD STEP 1-400g	Sữa bột
Viên Bò	Thịt
Nước mắm truyền thống Siêu Đầu Bếp - KABIN 500ml	Nước mắm - Nước chấm
Sữa bột Enzym Baby 900g	Sữa bột
Sữa bột Enzym Baby 400g	Sữa bột
Canxi Nano+ 450g	Sữa bột
Sữa bột Enzym GROW 900g	Sữa bột
SỮA THANH TRÙNG CÓ ĐƯỜNG - BÌNH 500ML	Sữa tươi
Nước mắm truyền thống Siêu Đầu Bếp - KABIN 750ml	Nước mắm - Nước chấm
Hộp đơn Men Sheriff premium vodka 30 %Vol	Bia, rượu, đồ uống có cồn
Hộp đơn Men Sheriff gold edition vodka 30 %Vol	Bia, rượu, đồ uống có cồn
Rượu Đinh Lăng Hạ Thổ	Bia, rượu, đồ uống có cồn
Rượu Trắng Hạ Thổ	Bia, rượu, đồ uống có cồn
Kẹo cứng Hasuko nhân Ôỉ muối ớt 200gr	Kẹo
Thùng nước tinh lọc UniAqua 24 chai 350ml	Nước suối, nước tinh khiết
Nước yến nha đam	Nước ngọt
SỮA GẠO LỨT HORCHATA	Thức uống dinh dưỡng
Bánh tươi Cozoko trứng chà bông - Phommai sữa chua 26gr	Bánh quy, bánh xốp, bánh mềm
Kẹo thạch Zòn Zai	Kẹo
Bánh Cracker cao cấp vị rau củ Lexus	Bánh quy, bánh xốp, bánh mềm
Trà Giảm Cân Orihiro Botanical Diet Tea 20 Gói	Trà, cà phê
Nước mắm cá hồi 380ml (Chai)	Nước mắm - Nước chấm
Sản phẩm dinh dưỡng pha sẵn Special	Sữa tươi
BLACKGOLD COLOSTRUM GROW IQ 900G	Sữa bột
Nanomilk Dibetes 900g	Sữa bột
Trà sữa Pomcha vị Matcha hòa tan hộp 285g	Nước ngọt
HASUKO bánh phủ vị Phomai	Bánh quy, bánh xốp, bánh mềm
HASUKO bánh phủ Choccolate	Bánh quy, bánh xốp, bánh mềm
Kẹo thạch Hasuko vị sữa chua trái cây ( Dâu , Cam, Dưa, Xoài, Táo) 160gr	Mứt, thạch
YẾN SÀO CHƯNG SẴN 12% - KIDSNEST HƯƠNG CAM-HỘP 06 HŨ	Nước ngọt
Xúc Xích Salibon	Thực phẩm chín, qua chế biến
Xúc Xích Great	Thực phẩm chín, qua chế biến
Herbal Trà túi lọc sâm Ngọc Linh ( trà nhỏ )	Trà, cà phê
Nước mắm nguyên chất Hải Quỳnh	Nước mắm - Nước chấm
Lạp Xưởng Cookie	Thực phẩm chín, qua chế biến
Nước uống tinh khiết Oshun 400ml	Nước suối, nước tinh khiết
